emp_no,first_name,last_name,to_date,title
495515,Souichi,Clemencon,9999-01-01,Senior Engineer
495518,Khosrow,Magalhaes,9999-01-01,Technique Leader
495520,Stafford,Deville,9999-01-01,Staff
495523,Kristen,Standera,9999-01-01,Senior Engineer
495525,Debatosh,Hiraishi,9999-01-01,Senior Staff
495533,Uli,Simkin,9999-01-01,Senior Engineer
495539,Bernice,Mansanne,9999-01-01,Technique Leader
495541,Huai,Szmurlo,9999-01-01,Senior Engineer
495543,Lorien,Cangellaris,9999-01-01,Senior Staff
495546,Abdulah,Swan,9999-01-01,Senior Staff
495547,Iara,Verhaegen,9999-01-01,Senior Engineer
495552,Shrikanth,Mandell,9999-01-01,Staff
495558,Marek,Salinas,9999-01-01,Senior Engineer
495565,Nechama,Harbusch,9999-01-01,Senior Engineer
495566,Itzchak,Swift,9999-01-01,Senior Engineer
495575,Yannis,Kusalik,9999-01-01,Technique Leader
495587,Zhongwei,Peron,9999-01-01,Senior Staff
495588,Bernd,Chartres,9999-01-01,Senior Staff
495595,Hideo,Herber,9999-01-01,Senior Staff
495596,Serap,Ressouche,9999-01-01,Staff
495599,Muzhong,Delgrande,9999-01-01,Senior Engineer
495602,Kazuhiro,Chappelet,9999-01-01,Engineer
495605,Nobuyoshi,Imataki,9999-01-01,Senior Staff
495608,Gift,Legleitner,9999-01-01,Senior Engineer
495611,Sushant,Gniady,9999-01-01,Senior Staff
495615,Tetsushi,Rosis,9999-01-01,Senior Staff
495621,Serenella,Socorro,9999-01-01,Senior Staff
495625,Torsten,Rattan,9999-01-01,Senior Engineer
495630,Shahid,Merle,9999-01-01,Engineer
495631,Gro,Hinsberger,9999-01-01,Senior Staff
495644,Cheong,Orsini,9999-01-01,Senior Engineer
495648,Moni,Kowalchuk,9999-01-01,Senior Staff
495650,Vishwani,Colorni,9999-01-01,Senior Staff
495651,Marek,Tokunaga,9999-01-01,Senior Staff
495652,Jiang,Candan,9999-01-01,Senior Engineer
495659,Janalee,Ferretti,9999-01-01,Senior Staff
495666,Angus,Kowalchuk,9999-01-01,Engineer
495670,Uinam,Fordan,9999-01-01,Engineer
495680,Fen,Reinhard,9999-01-01,Engineer
495681,Leucio,Georgakopoulos,9999-01-01,Senior Engineer
495686,Geraldo,Salinas,9999-01-01,Senior Staff
495687,Mabhin,Jumpertz,9999-01-01,Senior Engineer
495697,Mona,Ramamoorthy,9999-01-01,Staff
495701,Ziva,Lindenbaum,9999-01-01,Senior Engineer
495710,Stafford,Ciolek,9999-01-01,Staff
495711,Kiyomitsu,Muchinsky,9999-01-01,Engineer
495718,Xianlong,Vitiello,9999-01-01,Senior Engineer
495719,Teiji,Itzfeldt,9999-01-01,Engineer
495721,Susumu,Rodite,9999-01-01,Engineer
495722,Shmuel,Brodie,9999-01-01,Senior Engineer
495739,Marek,Lortz,9999-01-01,Senior Engineer
495742,Jaewon,Lubachevsky,9999-01-01,Senior Engineer
495744,Branimir,Butner,9999-01-01,Senior Staff
495750,Naftali,Attimonelli,9999-01-01,Senior Engineer
495755,Jiang,Erni,9999-01-01,Senior Staff
495761,Koldo,Covnot,9999-01-01,Staff
495767,Odoardo,Braunmuhl,9999-01-01,Senior Staff
495768,Kyoichi,Segond,9999-01-01,Senior Engineer
495770,Abdelaziz,Menhoudj,9999-01-01,Engineer
495776,Lijia,Swiss,9999-01-01,Technique Leader
495779,Weiyi,Rebaine,9999-01-01,Senior Staff
495790,Licheng,Quaggetto,9999-01-01,Staff
495804,Xudong,Furedi,9999-01-01,Senior Engineer
495807,Martina,Kumaresan,9999-01-01,Senior Engineer
495811,Golgen,Fioravanti,9999-01-01,Senior Staff
495821,Subhash,Rotem,9999-01-01,Staff
495826,Marlo,Schahn,9999-01-01,Senior Staff
495828,Randy,Melichar,9999-01-01,Senior Staff
495830,Chikako,Auria,9999-01-01,Staff
495836,Tetsushi,Sommer,9999-01-01,Senior Engineer
495837,Tzvetan,Ranft,9999-01-01,Senior Engineer
495841,Ashish,Jansch,9999-01-01,Senior Engineer
495844,Fumiko,Impagliazzo,9999-01-01,Senior Staff
495851,Make,Vrecion,9999-01-01,Staff
495860,Ayakannu,Perng,9999-01-01,Senior Engineer
495862,Moty,Suppi,9999-01-01,Senior Staff
495869,Shai,Pluym,9999-01-01,Senior Staff
495874,Youngkon,Chenney,9999-01-01,Senior Staff
495876,Masasuke,Deville,9999-01-01,Senior Engineer
495879,Aimee,Imataki,9999-01-01,Technique Leader
495882,Bedir,Whittlesey,9999-01-01,Engineer
495884,Moto,Kragelund,9999-01-01,Senior Staff
495887,Nevio,Kilgore,9999-01-01,Senior Staff
495894,Iara,Atrawala,9999-01-01,Senior Staff
495895,Yuichiro,Heemskerk,9999-01-01,Senior Staff
495896,Udaiprakash,Hemaspaandra,9999-01-01,Senior Staff
495901,Ibibia,Kalsbeek,9999-01-01,Staff
495909,Heping,Swick,9999-01-01,Staff
495923,Seongbin,Levergood,9999-01-01,Senior Engineer
495925,Guttorm,Bage,9999-01-01,Senior Engineer
495937,Mani,Bahk,9999-01-01,Staff
495939,Saniya,Domenig,9999-01-01,Senior Engineer
495941,Nathalie,Engberts,9999-01-01,Senior Staff
495947,Sigeru,Puoti,9999-01-01,Senior Engineer
495949,Shaleah,Glinert,9999-01-01,Staff
495958,Angel,Reutenauer,9999-01-01,Staff
495961,Piyawadee,Imataki,9999-01-01,Senior Staff
495972,Kirk,Piveteau,9999-01-01,Senior Staff
495982,Saniya,Dehkordi,9999-01-01,Staff
495993,Demin,Clemencon,9999-01-01,Senior Staff
495997,Lene,Vadhan,9999-01-01,Senior Engineer
496002,Mansur,Hinsberger,9999-01-01,Senior Engineer
496008,Chaoyi,Henseler,9999-01-01,Senior Staff
496009,JiYoung,Matzov,9999-01-01,Senior Engineer
496010,Flemming,Gewali,9999-01-01,Engineer
496012,Takushi,Swan,9999-01-01,Senior Engineer
496014,Yuchang,Barbanera,9999-01-01,Senior Engineer
496017,Faiza,Rodham,9999-01-01,Senior Staff
496018,Shuichi,Anily,9999-01-01,Staff
496020,Lene,Coombs,9999-01-01,Staff
496023,Eirik,Borstler,9999-01-01,Senior Engineer
496032,Trygve,Tischendorf,9999-01-01,Senior Staff
496039,Masamitsu,Bellone,9999-01-01,Senior Staff
496045,Marco,Baik,9999-01-01,Engineer
496049,Parke,Snyers,9999-01-01,Technique Leader
496055,Fumiya,Delgrande,9999-01-01,Senior Staff
496056,Sanjai,Lipner,9999-01-01,Senior Engineer
496062,Xinan,Legleitner,9999-01-01,Senior Engineer
496066,Doohun,Kroha,9999-01-01,Senior Staff
496067,Erzsebet,Schaaf,9999-01-01,Senior Engineer
496074,Flemming,Katiyar,9999-01-01,Engineer
496077,Anyuan,Albarhamtoshy,9999-01-01,Senior Staff
496078,Chuanyi,Kabayashi,9999-01-01,Senior Engineer
496080,Zongyan,DiGiano,9999-01-01,Engineer
496084,Yagil,Nishimukai,9999-01-01,Senior Engineer
496091,Joydip,Theuretzbacher,9999-01-01,Senior Staff
496093,Yucel,Asser,9999-01-01,Senior Engineer
496094,Ziva,Yoshimura,9999-01-01,Assistant Engineer
496105,Bernd,Hutton,9999-01-01,Engineer
496107,Vitaly,Shobatake,9999-01-01,Engineer
496108,Atreyi,Samarati,9999-01-01,Senior Engineer
496113,Gonzalo,Zeilberger,9999-01-01,Senior Engineer
496121,Malu,Jayawardene,9999-01-01,Senior Staff
496137,Kenroku,Farris,9999-01-01,Senior Engineer
496141,Zengping,Rahier,9999-01-01,Senior Engineer
496143,Somnath,Driscoll,9999-01-01,Senior Engineer
496150,Dmitry,Marrakchi,9999-01-01,Senior Staff
496151,Katsuo,Mateescu,9999-01-01,Senior Staff
496164,Yurii,Comyn,9999-01-01,Senior Engineer
496174,Mary,Staudhammer,9999-01-01,Staff
496180,Alassane,Siepmann,9999-01-01,Senior Engineer
496192,Qunsheng,Weedman,9999-01-01,Senior Engineer
496193,Jamaludin,Sankaranarayanan,9999-01-01,Staff
496195,IEEE,Thibadeau,9999-01-01,Engineer
496196,Toshiko,Porotnikoff,9999-01-01,Senior Engineer
496198,Volkmar,Panangaden,9999-01-01,Senior Engineer
496203,Etsuo,Bellone,9999-01-01,Senior Engineer
496205,Hatim,Narwekar,9999-01-01,Senior Staff
496207,Prodip,Ermel,9999-01-01,Senior Engineer
496208,Arco,Benzmuller,9999-01-01,Senior Staff
496209,Babette,Schneeberger,9999-01-01,Senior Staff
496211,Yolla,Syrzycki,9999-01-01,Senior Engineer
496212,Sreenivas,Birnbaum,9999-01-01,Staff
496215,Lunjin,Erde,9999-01-01,Engineer
496218,Tomokazu,Ozery,9999-01-01,Senior Engineer
496222,Yaghout,Esposito,9999-01-01,Senior Engineer
496227,Satoru,Stentiford,9999-01-01,Senior Staff
496234,Conal,Luga,9999-01-01,Assistant Engineer
496236,Tianruo,Yurov,9999-01-01,Engineer
496242,Angel,Comyn,9999-01-01,Senior Staff
496250,Zhonghua,Rando,9999-01-01,Senior Engineer
496252,Marc,Weedman,9999-01-01,Senior Staff
496256,Noritoshi,Skrikant,9999-01-01,Staff
496258,Khun,Cannata,9999-01-01,Senior Engineer
496260,Mary,Showalter,9999-01-01,Staff
496262,Kazuhira,Kleiser,9999-01-01,Senior Staff
496265,Aran,Emden,9999-01-01,Senior Staff
496269,Yechezkel,Broder,9999-01-01,Staff
496278,Karlis,Gunderson,9999-01-01,Senior Engineer
496282,Kotesh,Anguita,9999-01-01,Senior Engineer
496288,Chriss,Gecsel,9999-01-01,Senior Engineer
496290,Godehard,Pettit,9999-01-01,Senior Engineer
496292,Gao,Ranai,9999-01-01,Senior Staff
496294,Owen,Papastamatiou,9999-01-01,Senior Engineer
496295,Nathan,Plavsic,9999-01-01,Senior Engineer
496301,Yinlin,Chinin,9999-01-01,Engineer
496302,Adas,Plesums,9999-01-01,Engineer
496304,Phuoc,Kruskal,9999-01-01,Senior Engineer
496310,Yuuichi,Danecki,9999-01-01,Senior Engineer
496317,Ranga,Shokrollahi,9999-01-01,Staff
496326,Xuejun,Angelopoulos,9999-01-01,Senior Staff
496335,Mayuko,Godskesen,9999-01-01,Assistant Engineer
496336,Toshiki,Quaggetto,9999-01-01,Staff
496338,Froduald,Kalafatis,9999-01-01,Engineer
496341,Oddvar,Rosay,9999-01-01,Senior Staff
496357,Sushant,Bernatsky,9999-01-01,Senior Staff
496358,Tamiya,Moehrke,9999-01-01,Engineer
496364,Shalesh,Msuda,9999-01-01,Senior Engineer
496371,Danai,Bakhtari,9999-01-01,Senior Engineer
496372,Terresa,Teitelbaum,9999-01-01,Technique Leader
496373,Younwoo,Bernardeschi,9999-01-01,Senior Staff
496384,Remco,Coors,9999-01-01,Senior Staff
496388,Sarita,Axelband,9999-01-01,Engineer
496390,Tsz,Menhoudj,9999-01-01,Senior Staff
496391,Mabhin,Farrow,9999-01-01,Senior Engineer
496392,Gian,Bernatsky,9999-01-01,Staff
496398,Leif,Hiyoshi,9999-01-01,Senior Engineer
496400,Naftaly,Eiter,9999-01-01,Senior Staff
496404,Fumitake,Rodham,9999-01-01,Senior Staff
496405,Eran,Cangellaris,9999-01-01,Senior Staff
496408,Jiong,Haraldson,9999-01-01,Senior Staff
496418,Nevio,Fortenbacher,9999-01-01,Senior Staff
496427,Gennady,Tzvieli,9999-01-01,Senior Staff
496428,Angus,Kaiserswerth,9999-01-01,Senior Staff
496430,Boalin,Detkin,9999-01-01,Staff
496436,Arunas,Stroustrup,9999-01-01,Senior Staff
496440,Aron,Pappas,9999-01-01,Senior Engineer
496443,Koichi,Griswold,9999-01-01,Senior Engineer
496444,Xiping,Reinhart,9999-01-01,Senior Engineer
496449,Shiv,Jording,9999-01-01,Engineer
496465,Wonhee,Sankaranarayanan,9999-01-01,Senior Engineer
496468,Rosalyn,Dulin,9999-01-01,Senior Engineer
496472,Gilbert,Carrere,9999-01-01,Senior Staff
496477,Marla,Merlo,9999-01-01,Senior Engineer
496479,Arup,Botman,9999-01-01,Senior Staff
496480,Wilmer,Farrow,9999-01-01,Engineer
496484,Vugranam,Attimonelli,9999-01-01,Engineer
496488,Kristin,Boyle,9999-01-01,Senior Staff
496493,Thodoros,Garrabrants,9999-01-01,Senior Engineer
496495,Morris,Jansen,9999-01-01,Senior Engineer
496502,Chaitali,Minakawa,9999-01-01,Senior Staff
496507,Sham,Parfitt,9999-01-01,Senior Engineer
496510,Vasilis,Ligten,9999-01-01,Engineer
496515,Kokou,Gurbaxani,9999-01-01,Senior Engineer
496516,Yuchang,Beeson,9999-01-01,Engineer
496520,Huan,Ritzmann,9999-01-01,Senior Engineer
496521,Yinghua,Baca,9999-01-01,Senior Engineer
496522,Jayesh,Bresenham,9999-01-01,Senior Engineer
496523,Idoia,Ranze,9999-01-01,Senior Engineer
496531,Saddek,Simmel,9999-01-01,Senior Engineer
496541,Arne,Harnett,9999-01-01,Senior Staff
496549,Youjian,Hanratty,9999-01-01,Senior Staff
496558,Yahiko,Niizuma,9999-01-01,Senior Staff
496561,Arunas,Mikschl,9999-01-01,Senior Engineer
496563,Heon,Poupard,9999-01-01,Engineer
496566,Peer,Rosaz,9999-01-01,Senior Staff
496577,Nikolaos,Kermarrec,9999-01-01,Staff
496580,Dmitri,Thisen,9999-01-01,Senior Staff
496583,Toshiki,Shinomoto,9999-01-01,Senior Staff
496584,Cordelia,Luce,9999-01-01,Engineer
496590,Kamakshi,Gecsei,9999-01-01,Senior Staff
496594,Tadahiro,Sundgren,9999-01-01,Technique Leader
496596,Fumino,Hinsberger,9999-01-01,Senior Staff
496602,Giordano,Qiwen,9999-01-01,Senior Staff
496609,Mohit,Geffroy,9999-01-01,Senior Engineer
496620,Hidde,Swab,9999-01-01,Senior Engineer
496622,Chaitali,Wallrath,9999-01-01,Senior Engineer
496623,Peer,Honglei,9999-01-01,Senior Staff
496627,Huai,Streng,9999-01-01,Senior Engineer
496632,Xinglin,Berstel,9999-01-01,Engineer
496634,Teiji,Smailagic,9999-01-01,Senior Engineer
496636,Falguni,Luon,9999-01-01,Senior Engineer
496639,Kamran,Halloran,9999-01-01,Staff
496641,Rayond,Meriste,9999-01-01,Technique Leader
496647,Branimir,Tchuente,9999-01-01,Senior Engineer
496656,Wuxu,Broder,9999-01-01,Senior Staff
496662,Malu,Oskamp,9999-01-01,Senior Staff
496665,Nevin,Kieras,9999-01-01,Engineer
496668,Sakthirel,Hockney,9999-01-01,Senior Staff
496669,Serge,Lindqvist,9999-01-01,Senior Engineer
496672,Zhenhua,Keustermans,9999-01-01,Technique Leader
496676,Christ,Ventosa,9999-01-01,Staff
496681,Seshu,Nastansky,9999-01-01,Senior Engineer
496683,Marsal,Lundstrom,9999-01-01,Senior Engineer
496685,Valeska,Bonifati,9999-01-01,Senior Staff
496689,Nakhoon,Slutz,9999-01-01,Senior Engineer
496695,Renee,Covnot,9999-01-01,Staff
496707,Katsuyuki,Schapiro,9999-01-01,Senior Engineer
496714,Miyeon,Swiler,9999-01-01,Senior Staff
496721,Spyrose,Ramsay,9999-01-01,Senior Engineer
496723,Honesty,Falster,9999-01-01,Engineer
496729,Zhonghua,Sigstam,9999-01-01,Senior Engineer
496735,Malu,Cochrane,9999-01-01,Senior Engineer
496739,Raimond,Fontet,9999-01-01,Senior Engineer
496741,Naftaly,Verhaegen,9999-01-01,Technique Leader
496754,Mani,Cichocki,9999-01-01,Senior Staff
496765,Shakhar,Azevdeo,9999-01-01,Engineer
496772,Abdelaziz,Rahier,9999-01-01,Senior Staff
496773,Shaunak,Baak,9999-01-01,Staff
496778,Zijian,Ghazalie,9999-01-01,Staff
496781,Ronnie,Peris,9999-01-01,Senior Staff
496783,Weiru,Greenaway,9999-01-01,Senior Staff
496786,Ottavia,Aseltine,9999-01-01,Senior Engineer
496788,Gino,Gruenwald,9999-01-01,Senior Staff
496792,Stafford,Bashian,9999-01-01,Senior Engineer
496796,Hsiangchu,Eugenio,9999-01-01,Senior Staff
496806,Duke,Hertweck,9999-01-01,Senior Engineer
496809,Werner,Szemeredi,9999-01-01,Engineer
496812,Fai,Pietracaprina,9999-01-01,Senior Staff
496814,Yuping,Steinauer,9999-01-01,Senior Engineer
496819,Rosita,McFarlin,9999-01-01,Engineer
496825,Alejandra,Capobianchi,9999-01-01,Senior Staff
496826,Remko,Chinin,9999-01-01,Senior Engineer
496829,Shaleah,DeMori,9999-01-01,Senior Staff
496832,Fen,Wixon,9999-01-01,Senior Engineer
496834,Gully,Heping,9999-01-01,Senior Engineer
496835,Claudi,Worfolk,9999-01-01,Senior Engineer
496836,Khoa,Fairtlough,9999-01-01,Senior Engineer
496837,Rafael,Marchesini,9999-01-01,Staff
496840,Maja,Georgakopoulos,9999-01-01,Senior Staff
496844,Gonzalo,Ginesta,9999-01-01,Staff
496847,Vivian,Merle,9999-01-01,Senior Engineer
496849,Roddy,DuCasse,9999-01-01,Senior Engineer
496852,Peternela,Knightly,9999-01-01,Engineer
496864,Pintsang,Picco,9999-01-01,Senior Engineer
496867,Rosine,Orsini,9999-01-01,Engineer
496868,Fun,Klyachko,9999-01-01,Staff
496869,Gro,Stille,9999-01-01,Senior Engineer
496875,Anwar,Colorni,9999-01-01,Senior Engineer
496878,Dante,Frezza,9999-01-01,Senior Engineer
496881,Christoph,Plavsic,9999-01-01,Senior Staff
496882,Abdelghani,Vural,9999-01-01,Staff
496892,Moss,Holburn,9999-01-01,Senior Engineer
496923,Mariusz,Baezner,9999-01-01,Senior Engineer
496928,Chikara,Ohori,9999-01-01,Senior Engineer
496929,Remko,Zastre,9999-01-01,Senior Engineer
496944,Denis,Fortenbacher,9999-01-01,Senior Engineer
496961,Yifei,Porotnikoff,9999-01-01,Staff
496963,Youssef,Karner,9999-01-01,Engineer
496979,Isaac,Kirkerud,9999-01-01,Engineer
496985,Jungsoon,Salinas,9999-01-01,Senior Staff
496988,Wojceich,Gimarc,9999-01-01,Senior Staff
496990,Tooru,Busillo,9999-01-01,Senior Staff
497001,Radhika,Kaiser,9999-01-01,Senior Staff
497006,Dante,Vadhan,9999-01-01,Senior Staff
497012,Danae,Ranum,9999-01-01,Engineer
497015,Teunis,Kitsuregawa,9999-01-01,Senior Staff
497020,Bojan,Verspoor,9999-01-01,Senior Staff
497021,Manton,Raczkowsky,9999-01-01,Senior Engineer
497023,Jamaludin,Nooteboom,9999-01-01,Senior Staff
497025,Uzi,Basagni,9999-01-01,Engineer
497028,Yoshimitsu,Ladret,9999-01-01,Senior Engineer
497033,Ziyad,Oaver,9999-01-01,Engineer
497044,Nikolaus,Cannane,9999-01-01,Senior Engineer
497050,Troy,Mukaidono,9999-01-01,Senior Staff
497056,Xiadong,Basagni,9999-01-01,Technique Leader
497057,Parke,Garnier,9999-01-01,Senior Staff
497062,Dayanand,Naudin,9999-01-01,Staff
497081,Zhanqiu,Ginneken,9999-01-01,Senior Engineer
497085,Fusako,Fritzsche,9999-01-01,Engineer
497088,Alassane,Picco,9999-01-01,Senior Staff
497090,Kousuke,Mansanne,9999-01-01,Senior Staff
497091,Leandro,Nyrup,9999-01-01,Senior Staff
497092,Bodo,Linares,9999-01-01,Senior Engineer
497095,Feipei,Juneja,9999-01-01,Engineer
497099,Shem,Birnbaum,9999-01-01,Senior Engineer
497100,Martial,Miara,9999-01-01,Senior Staff
497104,Tianruo,Parhami,9999-01-01,Engineer
497106,Slavian,Waschkowski,9999-01-01,Senior Staff
497109,Bernice,Khalid,9999-01-01,Senior Staff
497110,Marjo,Ramsay,9999-01-01,Technique Leader
497113,Edwin,Orlowski,9999-01-01,Senior Staff
497115,Mari,Claffy,9999-01-01,Senior Staff
497116,Moni,Tramer,9999-01-01,Senior Engineer
497117,Siamak,Babb,9999-01-01,Engineer
497119,Mizuhito,Yamaashi,9999-01-01,Senior Staff
497121,Lene,Casperson,9999-01-01,Engineer
497123,Mari,Budinsky,9999-01-01,Senior Staff
497124,Sushant,Christ,9999-01-01,Senior Staff
497125,Rayond,Veevers,9999-01-01,Senior Engineer
497126,Naftali,Dechter,9999-01-01,Senior Engineer
497134,Lucian,Baak,9999-01-01,Senior Staff
497141,Hausi,Marquardt,9999-01-01,Senior Staff
497149,Berry,Garnier,9999-01-01,Senior Engineer
497150,Sverrir,Gerlach,9999-01-01,Staff
497151,Lijia,Litzkow,9999-01-01,Senior Staff
497156,Jianhua,Whitcomb,9999-01-01,Senior Staff
497160,Heon,Thiran,9999-01-01,Staff
497164,Yonghong,Ravishankar,9999-01-01,Staff
497178,Shushma,Brookman,9999-01-01,Engineer
497182,Goa,Versino,9999-01-01,Senior Engineer
497183,Qingxiang,Stassinopoulos,9999-01-01,Senior Engineer
497184,Masali,Salverda,9999-01-01,Senior Engineer
497188,Douadi,Pokrovskii,9999-01-01,Staff
497196,Siamak,Kroon,9999-01-01,Senior Staff
497201,Jeanne,Orlowski,9999-01-01,Senior Engineer
497202,Makato,Navazio,9999-01-01,Senior Engineer
497203,Qiwen,Pell,9999-01-01,Senior Staff
497207,Shuzo,Beausoleil,9999-01-01,Senior Engineer
497212,Yakichi,Lambe,9999-01-01,Senior Staff
497223,Ramachenga,Whitcomb,9999-01-01,Senior Engineer
497226,Mayumi,Saoudi,9999-01-01,Senior Engineer
497227,Hsiangchu,Wiegley,9999-01-01,Senior Engineer
497229,Keiichiro,Sadowski,9999-01-01,Engineer
497230,Peternela,Range,9999-01-01,Senior Engineer
497231,Boaz,Beausoleil,9999-01-01,Engineer
497235,Dzung,Molenkamp,9999-01-01,Senior Staff
497236,Halsur,Hoppenstand,9999-01-01,Staff
497239,Sivanarayana,Dymetman,9999-01-01,Senior Engineer
497245,Lech,Engelmann,9999-01-01,Senior Engineer
497257,Feiyu,Demos,9999-01-01,Senior Engineer
497258,Rasikan,Mungall,9999-01-01,Engineer
497261,Mohammad,Pillow,9999-01-01,Senior Engineer
497262,Xianlong,Nitsch,9999-01-01,Senior Staff
497266,Mandell,Kieras,9999-01-01,Senior Engineer
497269,Alagu,Oaver,9999-01-01,Senior Engineer
497274,Jixiang,Serre,9999-01-01,Senior Engineer
497278,LiMin,Gilg,9999-01-01,Engineer
497283,Hatem,Lanteri,9999-01-01,Senior Engineer
497286,Elgin,Covnot,9999-01-01,Senior Engineer
497291,Neelam,Heiserman,9999-01-01,Senior Engineer
497307,Takahiro,Collette,9999-01-01,Senior Staff
497309,Sachem,Uhrik,9999-01-01,Staff
497316,Gonzalo,Guting,9999-01-01,Senior Staff
497318,Nalini,Gils,9999-01-01,Senior Engineer
497320,Boguslaw,Ghalwash,9999-01-01,Senior Staff
497321,Mitchel,Ranum,9999-01-01,Engineer
497322,Junichi,Erbe,9999-01-01,Senior Engineer
497326,Karoline,Manders,9999-01-01,Engineer
497331,Toshimori,Snyers,9999-01-01,Senior Engineer
497343,Fan,Bael,9999-01-01,Senior Engineer
497349,Masako,Ohori,9999-01-01,Senior Engineer
497359,Hilari,Alameldin,9999-01-01,Senior Staff
497361,Moss,Garrabrants,9999-01-01,Senior Engineer
497364,Nahum,Schiettecatte,9999-01-01,Senior Staff
497365,Muneo,Schneeberger,9999-01-01,Senior Engineer
497368,Tua,Iisaku,9999-01-01,Technique Leader
497373,Ugo,Kuszyk,9999-01-01,Senior Staff
497374,Qunsheng,Miculan,9999-01-01,Staff
497386,Jiann,Ohori,9999-01-01,Engineer
497396,Susanna,Taubman,9999-01-01,Senior Engineer
497398,Danil,Przulj,9999-01-01,Senior Staff
497404,Shigeaki,Coorg,9999-01-01,Senior Engineer
497408,Kerryn,Mitsuhashi,9999-01-01,Senior Staff
497411,Kirk,Woycyznski,9999-01-01,Senior Engineer
497412,Kankanahalli,Kamble,9999-01-01,Senior Staff
497417,Kish,Veevers,9999-01-01,Senior Engineer
497421,Eirik,Lanteri,9999-01-01,Senior Staff
497425,Premsyl,Quadeer,9999-01-01,Senior Staff
497426,Toshiko,Solovay,9999-01-01,Senior Staff
497428,Jiong,Lorho,9999-01-01,Senior Staff
497431,Mabo,Ruemmler,9999-01-01,Senior Engineer
497434,Shounak,Kalloufi,9999-01-01,Senior Staff
497443,Sadok,Takanami,9999-01-01,Senior Engineer
497445,Kayoko,Pagter,9999-01-01,Staff
497448,Karsten,Suwa,9999-01-01,Senior Staff
497449,Hidekazu,Genin,9999-01-01,Engineer
497453,Shay,Nitta,9999-01-01,Staff
497460,Mani,Jakobus,9999-01-01,Senior Engineer
497464,Karoline,Billingsley,9999-01-01,Engineer
497465,Halsur,Anido,9999-01-01,Senior Staff
497468,Gen,Sommer,9999-01-01,Assistant Engineer
497470,Bernd,Irland,9999-01-01,Staff
497471,Luigi,Kragelund,9999-01-01,Staff
497475,Munehiko,Bonifati,9999-01-01,Engineer
497481,Martins,Bierbaum,9999-01-01,Senior Staff
497482,Arlette,Ranta,9999-01-01,Staff
497488,Masako,Syang,9999-01-01,Engineer
497492,Junichi,Validov,9999-01-01,Senior Engineer
497493,Phuoc,Chandrasekhar,9999-01-01,Senior Staff
497504,Mountaz,Porotnikoff,9999-01-01,Senior Staff
497515,Geoffry,Juneja,9999-01-01,Engineer
497516,Morrie,Szilard,9999-01-01,Senior Staff
497524,Khun,Hambrick,9999-01-01,Technique Leader
497526,Arup,Vigier,9999-01-01,Senior Engineer
497529,Vivian,Masada,9999-01-01,Senior Staff
497535,Arun,Pollacia,9999-01-01,Technique Leader
497536,Miomir,Heyers,9999-01-01,Senior Staff
497538,Zhiwei,Kuhnemann,9999-01-01,Senior Staff
497546,Bogdan,McAffer,9999-01-01,Senior Engineer
497551,Reinhard,Streit,9999-01-01,Senior Engineer
497552,Alexius,Marakhovsky,9999-01-01,Assistant Engineer
497555,Zdislav,Eiter,9999-01-01,Senior Engineer
497556,Rance,Baby,9999-01-01,Senior Staff
497565,Dinah,Basart,9999-01-01,Senior Engineer
497566,Vojin,Cesareni,9999-01-01,Senior Engineer
497567,Danco,Linares,9999-01-01,Senior Engineer
497575,Krister,Wynblatt,9999-01-01,Senior Engineer
497578,Vasilis,Eterovic,9999-01-01,Senior Staff
497582,Xiaoqiang,Rosen,9999-01-01,Senior Engineer
497589,Duri,Mattern,9999-01-01,Senior Engineer
497593,Morrie,Antonakopoulos,9999-01-01,Staff
497595,Shahaf,Schrooten,9999-01-01,Senior Engineer
497597,Yuriy,Schwabacher,9999-01-01,Staff
497604,Arne,Farris,9999-01-01,Engineer
497621,Brewster,Swick,9999-01-01,Senior Staff
497623,Jaewon,Demos,9999-01-01,Senior Staff
497628,Mari,Gecseg,9999-01-01,Senior Engineer
497633,Baocai,Comyn,9999-01-01,Engineer
497638,Kinh,Chachaty,9999-01-01,Staff
497642,Sachem,Baumann,9999-01-01,Senior Staff
497643,Ipke,Dahlbom,9999-01-01,Senior Staff
497647,Mototsugu,Riesenhuber,9999-01-01,Senior Engineer
497648,Saeko,Verspoor,9999-01-01,Engineer
497663,Herb,Siksek,9999-01-01,Senior Staff
497667,Sudharsan,Paciorek,9999-01-01,Senior Engineer
497675,Zito,Jayawardene,9999-01-01,Senior Engineer
497678,Mostafa,Riesenhuber,9999-01-01,Senior Staff
497686,Xinyu,Feinberg,9999-01-01,Technique Leader
497687,Pranjal,Sgarro,9999-01-01,Engineer
497691,Kristine,Ghemri,9999-01-01,Senior Staff
497693,Tsutomu,Ciolek,9999-01-01,Senior Staff
497700,Weiyi,Rattan,9999-01-01,Senior Engineer
497702,Martine,Ghelli,9999-01-01,Senior Engineer
497708,Nathalie,Brodie,9999-01-01,Senior Engineer
497709,Sachio,Vecchi,9999-01-01,Engineer
497713,Beshir,Emden,9999-01-01,Engineer
497715,Krassimir,Hasenauer,9999-01-01,Senior Staff
497717,Mary,Tiemann,9999-01-01,Senior Engineer
497721,Abdelkader,Lorho,9999-01-01,Senior Engineer
497726,Moty,Usery,9999-01-01,Senior Engineer
497728,Bedrich,Butterworth,9999-01-01,Staff
